snapshot,Generation,Load
2021-07-01 00:00:00,0.0,0.109853854
2021-07-01 01:00:00,0.0,0.099754195
2021-07-01 02:00:00,0.0,0.092257493
2021-07-01 03:00:00,0.0,0.091300247
2021-07-01 04:00:00,0.0,0.08868974500000001
2021-07-01 05:00:00,0.0,0.08381203300000001
2021-07-01 06:00:00,0.0,0.087943754
2021-07-01 07:00:00,0.0,0.098351806
2021-07-01 08:00:00,0.0,0.112852912
2021-07-01 09:00:00,0.0,0.121835938
2021-07-01 10:00:00,0.0,0.12234521199999998
2021-07-01 11:00:00,0.0,0.12468409999999999
2021-07-01 12:00:00,0.0,0.13245524400000003
2021-07-01 13:00:00,0.0,0.126240215
2021-07-01 14:00:00,0.0,0.12213773
2021-07-01 15:00:00,0.0,0.115385134
2021-07-01 16:00:00,0.0,0.11410912
2021-07-01 17:00:00,0.0,0.12161902499999999
2021-07-01 18:00:00,0.0,0.142895361
2021-07-01 19:00:00,0.0,0.156787224
2021-07-01 20:00:00,0.0,0.156589173
2021-07-01 21:00:00,0.0,0.149034942
2021-07-01 22:00:00,0.0,0.14436659699999999
2021-07-01 23:00:00,0.0,0.134247134
